#Chromosome	Position	Peak_score	Tags_CTCF	Tags_IgG
chr9	110178665	20.85	70	18
chr9	110199840	28.62	48	13
chr9	110235745	27.8733333333	52	10
chr9	110314200	20.96	41	4
chr9	110351615	31.2733333333	73	17
chr9	110522830	27.36	53	8
chr9	110533975	37.7266666667	291	72
chr9	110534635	23.21	291	72
chr9	110537945	31.36	291	72
chr9	110575185	32.4833333333	60	12
chr9	110612420	32.56	65	12
chr9	110619480	23.7333333333	66	15
chr9	110684020	45.3866666667	99	19
chr9	110760430	67.78	112	15
chr9	110773685	37.95	62	15
chr9	110793060	17.77	44	17
chr9	110798285	18.6166666667	32	14
chr9	110825455	20.98	55	19
chr9	110899940	57.2766666667	102	17
chr9	110995740	17.4133333333	34	4
chr9	111192610	91.51	152	14
chr9	111216905	18.9133333333	36	9
chr9	111398285	22.96	109	18
chr9	111399765	39.9466666667	109	18
chr9	111454125	33.77	69	10
chr9	111819875	18.32	81	24
chr9	111821225	24.0133333333	81	24
chr9	113351300	27.2966666667	51	10
chr9	113397305	17.3266666667	47	16
chr9	113538920	25.5366666667	67	16
chr9	113554890	17.24	29	6
chr9	113628490	19.6966666667	42	8
chr9	113900075	30.9066666667	67	17
chr9	113907535	20.3133333333	47	8
chr9	113953810	18.7233333333	72	21
chr9	114407605	28.77	87	18
chr9	114491455	24.7	118	26
chr9	114493045	32.3066666667	118	26
chr9	114636645	17.1666666667	43	8
chr9	114662080	57.69	86	6
chr9	114672680	33.8166666667	74	14
chr9	114706925	38.5666666667	66	16
chr9	114724550	27.3666666667	50	17
chr9	114737675	18.5466666667	42	14
chr9	114822470	20.4366666667	36	3
chr9	114897615	21.4066666667	59	28
chr9	114953200	23.1666666667	53	7
chr9	114997560	35.67	104	21
chr9	114998980	26.6866666667	104	21
chr9	115059625	31.5966666667	84	60
chr9	115072355	26.24	55	6
chr9	115230360	18.3933333333	40	6
chr9	115613625	33.2166666667	70	16
chr9	115768195	17.02	30	8
chr9	115899905	17.7366666667	35	9
chr9	115951185	24.6266666667	67	8
chr9	115969910	19.3533333333	42	6
chr9	116399045	17.01	30	1
chr9	117264790	28.78	49	4
chr9	117949465	96.47	160	15
chr9	118077900	26.6266666667	54	18
chr9	118310455	33.3366666667	65	21
chr9	118399005	21.6033333333	43	7
chr9	118790615	26.5533333333	96	27
chr9	118817475	21.1033333333	52	9
chr9	118824670	18.12	37	14
chr9	118830125	40.25	86	17
chr9	118976900	39.7166666667	76	17
chr9	119016935	18.4433333333	60	17
chr9	119065465	19.5566666667	44	14
chr9	119101475	31.13	59	14
chr9	119266575	35.28	59	17
chr9	119339510	19.7	54	18
chr9	119354015	22.49	50	15
chr9	119369695	34.5766666667	63	11
chr9	119467480	27.0966666667	62	20
chr9	119490040	41.05	103	18
chr9	119556490	33.69	64	9
chr9	119595505	18.0066666667	40	9
chr9	119660780	17.5033333333	38	12
chr9	119677925	24.98	42	2
chr9	119701790	30.6333333333	64	9
chr9	119879540	19.7066666667	51	20
chr9	119883165	49.5166666667	98	18
chr9	119917050	17.92	44	15
chr9	119929545	19.14	49	18
chr9	119937080	22.6066666667	56	14
chr9	119982510	25.25	43	9
chr9	120008075	27.3566666667	61	30
chr9	120049955	29.8266666667	102	26
chr9	120080585	23.4466666667	42	9
chr9	120093770	18.2633333333	29	4
chr9	120111980	18.0166666667	34	5
chr9	120119425	22.9566666667	66	13
chr9	120287125	25.3766666667	56	12
chr9	120335080	20.5933333333	59	26
chr9	120335730	20.2633333333	59	26
chr9	120343080	20.9366666667	45	5
chr9	120406060	34.3633333333	76	23
chr9	120410455	22.8766666667	102	11
chr9	120411295	25.5266666667	102	11
chr9	120491865	24.6066666667	57	18
chr9	120510805	21.74	81	17
chr9	120512145	23.1633333333	81	17
chr9	120824530	20.5333333333	55	16
chr9	120845695	17.43	34	7
chr9	120968690	19.1	50	17
chr9	121017395	50.14	134	32
chr9	121121720	21.06	167	28
chr9	121124830	44.1666666667	167	28
chr9	121252345	17.0433333333	36	9
chr9	121283845	36.0766666667	62	13
chr9	121294345	19.8866666667	50	11
chr9	121301800	17.5533333333	83	7
chr9	121367730	29.4966666667	55	16
chr9	121388760	36.87	153	40
chr9	121514720	24.8033333333	46	10
chr9	121578750	29.0166666667	115	24
chr9	121588875	17.4066666667	40	12
chr9	121606915	273.98	385	21
chr9	121739530	19.97	74	20
chr9	121740280	20.0266666667	74	20
chr9	121790055	18.39	37	16
chr9	121837960	18.4666666667	36	10
chr9	121892805	26.6533333333	147	30
chr9	121894385	48.18	147	30
chr9	121923590	76.8566666667	128	16
chr9	122029375	23.2066666667	46	11
chr9	122065780	18.1333333333	36	12
chr9	122094400	26.0866666667	50	10
chr9	122134625	19.1333333333	43	13
chr9	122219855	24.2766666667	44	6
chr9	122330440	40.9666666667	148	37
chr9	122334600	18.86	148	37
chr9	122524630	20.8466666667	37	5
chr9	122638790	26.78	59	16
chr9	122689450	18.1466666667	29	6
chr9	122747085	19.16	41	13
chr9	123032790	17.78	36	9
chr9	123068665	21.25	60	13
chr9	123162150	35.1466666667	65	9
chr9	123168965	25.6466666667	50	6
chr9	123413605	40.8766666667	67	7
chr9	123548025	20.7533333333	41	11
chr10	3013025	32.88	66	12
chr10	3651920	16.73	30	7
chr10	4310570	55.0133333333	86	10
chr10	4486550	15.5233333333	33	6
chr10	4555580	15.4833333333	25	4
chr10	4856310	18.8233333333	38	2
chr10	5175870	17.2766666667	30	8
chr10	5230795	17.14	27	11
chr10	5752495	15.5766666667	37	8
chr10	5800710	17.64	42	14
chr10	5941350	17.6133333333	41	11
chr10	5974390	22.45	46	16
chr10	5999525	21.2566666667	40	7
chr10	6013075	22.95	46	16
chr10	6195135	17.17	41	11
chr10	6257575	24.8833333333	46	12
chr10	6285865	15.5	27	12
chr10	6304665	24.6266666667	46	13
chr10	6373455	39.39	77	17
chr10	6402440	17.9433333333	37	14
chr10	6541000	15.59	32	6
chr10	6773405	20.22	49	6
chr10	6814910	17.1533333333	35	10
chr10	7013500	17.0033333333	32	4
chr10	7320630	18.62	43	4
chr10	7552470	15.1466666667	32	9
chr10	7591020	18.2366666667	56	15
chr10	7603525	37.5266666667	61	5
chr10	7916275	22.31	42	10
chr10	8043305	17.2733333333	41	8
chr10	8249185	25.0966666667	47	12
chr10	8406230	21.0766666667	48	14
chr10	8435755	17.5233333333	30	6
chr10	8515290	22.7533333333	38	14
chr10	8600890	16.7233333333	33	12
chr10	8732835	21.6633333333	40	13
chr10	9396955	24.1366666667	43	12
chr10	10041155	22.3533333333	34	3
chr10	10278075	36.4133333333	58	13
chr10	11159280	16.8	40	6
chr10	11169835	23.2533333333	51	18
chr10	12420605	15.43	27	6
chr10	12736510	15.2766666667	67	19
chr10	12738460	18.6266666667	67	19
chr10	12807210	28.67	46	9
chr10	12847310	22.4566666667	45	16
chr10	14111090	21.2433333333	42	13
chr10	14405610	23.13	38	5
chr10	15020080	17.54	31	5
chr10	17453055	21.3266666667	37	5
chr10	17589930	26.9233333333	55	18
chr10	17917330	27.8033333333	48	9
chr10	17930790	35.4566666667	55	7
chr10	18113675	19.38	58	15
chr10	18149580	20.8333333333	40	15
chr10	18173435	38.7366666667	66	6
chr10	18265735	26.9933333333	40	15
chr10	18282900	22.3366666667	55	15
chr10	18322000	21.3666666667	34	5
chr10	18480240	16.27	25	4
chr10	18624210	15.4033333333	28	2
chr10	18630880	22	33	14
chr10	18735250	22.6066666667	54	14
chr10	18905965	19.11	39	6
chr10	19017745	22.76	39	11
chr10	19321400	22.2933333333	39	4
chr10	19413120	16.2866666667	32	6
chr10	19613985	15.71	29	6
chr10	19627140	22.4233333333	45	7
chr10	19635395	24.2	47	7
chr10	19793270	20.71	50	23
chr10	19845250	22.3466666667	49	15
chr10	19890475	40.52	78	11
chr10	20010355	23.2133333333	46	6
chr10	20015870	15.14	46	15
chr10	20125475	36.15	69	12
chr10	20635450	19.2633333333	33	4
chr10	20683810	16.32	117	14
chr10	20686100	50.6533333333	117	14
chr10	20712695	20.0066666667	42	5
chr10	20766145	18.5033333333	38	20
chr10	21057220	21.51	48	4
chr10	21098605	16.2266666667	30	8
chr10	21102965	18.1866666667	36	4
chr10	21185295	35.8266666667	65	11
chr10	21320910	28.3733333333	50	10
chr10	21711215	20.63	67	16
chr10	21862530	68.36	151	119
chr10	21932335	36.93	58	5
chr10	22007705	18.1233333333	95	38
chr10	22287135	15.7566666667	27	8
chr10	22434575	29.27	63	10
chr10	22801265	20.1533333333	39	11
chr10	22836745	25.3	43	7
chr10	23532175	20.7933333333	34	4
chr10	23662460	17.59	32	3
chr10	23699390	25.1166666667	45	11
chr10	23831125	19.4	34	9
chr10	24018515	23.87	58	12
chr10	24341570	19.2066666667	196	40
chr10	24342570	53.01	196	40
chr10	24345120	20.0066666667	196	40
chr10	24350620	18.3833333333	29	8
chr10	24509660	41.86	69	20
chr10	24517175	24.3666666667	43	11
chr10	24589615	29.97	55	10
chr10	24606020	24.16	48	11
chr10	24615920	16.5833333333	27	6
chr10	24939180	24.75	46	8
chr10	24959235	34.8866666667	60	7
chr10	24970150	37.16	56	3
chr10	25208515	17.1433333333	33	11
chr10	25401265	20.6766666667	40	7
chr10	25859500	21.9033333333	50	11
chr10	26214295	17.4766666667	27	3
chr10	28205595	27.9266666667	48	15
chr10	28564150	25.7233333333	47	11
chr10	28866365	15.5533333333	39	13
chr10	29033375	17.7833333333	28	4
chr10	30438855	16.1366666667	31	6
chr10	31165715	15.2666666667	27	3
chr10	33706790	24.9066666667	35	4
chr10	38784795	24.8366666667	81	7
chr10	38786915	20.08	81	7
chr10	38890205	20.1866666667	62	10
chr10	39932465	34.03	58	12
chr10	40724295	16.49	28	9
chr10	41008825	24.7266666667	40	5
chr10	41653530	15.6733333333	33	5
chr10	41751085	19.9966666667	34	4
chr10	42076005	15.6433333333	29	7
chr10	42562315	33.6966666667	95	10
chr10	42678035	18.8766666667	37	13
chr10	42709930	17.6033333333	58	11
chr10	43260785	18.3433333333	35	5
chr10	43439985	18.1766666667	23	3
chr10	43639015	21.58	36	2
chr10	43868865	26.9133333333	52	15
chr10	44771070	15.15	24	5
chr10	52105195	15.7766666667	29	3
chr10	52137200	21.34	37	2
chr10	52835025	15.17	33	1
chr10	58571990	26.2066666667	53	11
chr10	58751970	25.0066666667	432	84
chr10	58755510	48.3733333333	432	84
chr10	58758290	61.4633333333	432	84
chr10	58759320	55.21	432	84
chr10	58914640	15.8333333333	25	4
chr10	59173250	20.11	33	4
chr10	59328010	17.21	33	6
chr10	59355945	22.9433333333	71	15
chr10	59357695	18.34	71	15
chr10	59529460	18.8266666667	39	7
chr10	59587050	17.8966666667	33	4
chr10	59654675	25.2066666667	53	13
chr10	59700725	21.3366666667	48	3
chr10	59708025	35.1733333333	80	13
chr10	59870840	25.9	65	12
chr10	59882515	15.0333333333	28	9
chr10	60160035	17.41	38	8
chr10	60223370	19.44	35	5
chr10	60241475	19.7566666667	84	19
chr10	60242605	20.4	84	19
chr10	60515105	19.6866666667	37	10
chr10	60531400	15.3066666667	38	5
chr10	60738730	18.7533333333	34	11
chr10	60804385	29.33	107	25
chr10	60806905	26.2033333333	107	25
chr10	60886205	22.0533333333	37	6
chr10	60929810	16.2133333333	51	8
chr10	60954955	15.1166666667	21	4
chr10	61065535	17.18	43	7
chr10	61197350	17.1366666667	30	4
chr10	61245640	24.1266666667	34	5
chr10	61301690	25.5233333333	38	10
chr10	61340710	20.19	40	8
chr10	61564960	16.2633333333	32	9
chr10	61589995	15.0066666667	29	2
chr10	61646000	51.51	82	4
chr10	61724060	29.2	57	5
chr10	61873895	23.6366666667	44	8
chr10	62053175	16.7633333333	40	2
chr10	62588305	17.9233333333	31	3
chr10	63037120	18.12	37	10
chr10	63045440	24.07	34	2
chr10	66327055	21.6933333333	44	10
chr10	66710050	23.07	35	3
chr10	66727815	17.9033333333	40	5
chr10	66998950	16.4333333333	31	9
chr10	67321805	19.3233333333	37	4
chr10	67461140	45.62	75	15
chr10	67476045	74.58	119	8
chr10	68770120	19.05	54	7
chr10	69649050	17.08	35	2
chr10	69759725	17.44	31	5
chr10	69781650	20.5333333333	35	3
chr10	70681135	16.3566666667	34	5
chr10	70789795	21.0233333333	36	11
chr10	70942980	22.23	28	1
chr10	71519695	15.61	56	7
chr10	71854370	15.6933333333	24	3
chr10	72568815	18.36	52	10
chr10	72863400	16.8266666667	32	3
chr10	74311275	22.2833333333	32	4
chr10	74383860	85.5466666667	470	115
chr10	74385750	24.48	470	115
chr10	74388240	61.0133333333	470	115
chr10	74391650	17.7766666667	470	115
chr10	74392520	40.56	470	115
chr10	74398035	56.6	445	131
chr10	74399955	45.13	445	131
chr10	74400425	16.1266666667	445	131
chr10	74401375	26.2966666667	445	131
chr10	74402455	16.42	445	131
chr10	74484020	22.4166666667	54	11
chr10	74614255	34.82	85	18
chr10	74654620	36.29	79	4
chr10	74899620	28.9566666667	176	47
chr10	74902390	32.8666666667	176	47
chr10	74949415	20.2166666667	48	14
chr10	75049180	45.24	86	22
chr10	75068095	16.2766666667	48	17
chr10	75098595	53.7033333333	90	8
chr10	75171650	25.4766666667	74	13
chr10	75207000	21.4766666667	103	28
chr10	75295180	28.83	53	10
chr10	75300060	21.71	53	11
chr10	75316500	22.7033333333	36	11
chr10	75360190	20.4266666667	42	11
chr10	75414635	27.5066666667	58	7
chr10	75438210	40.58	69	8
chr10	75580830	37.4633333333	83	17
chr10	75664995	17.5466666667	34	11
chr10	75789605	17.9766666667	33	4
chr10	75809500	16.41	30	6
chr10	75905700	20.3066666667	46	13
chr10	75976120	56.2966666667	88	10
chr10	76013290	22.0066666667	44	11
chr10	76196215	19.76	87	29
chr10	76197925	22.38	87	29
chr10	76254405	16.6733333333	38	12
chr10	76291830	17.46	38	15
chr10	76298645	49.6133333333	89	26
chr10	76484315	58.0466666667	107	23
chr10	76545465	33.2933333333	55	4
chr10	76583445	25.1066666667	60	14
chr10	76593520	134.843333333	212	19
chr10	76715755	29.7666666667	63	17
chr10	76745755	45.1633333333	77	11
chr10	76816225	28.87	61	12
chr10	76972650	36.2866666667	95	31
chr10	76979925	19.8633333333	51	20
chr10	77029640	19.3966666667	44	16
chr10	77053735	98.31	161	15
chr10	77067070	23.6766666667	106	29
chr10	77068190	20.8	106	29
chr10	77068650	16.6633333333	106	29
chr10	77090495	29.9966666667	53	16
chr10	77281540	16.4	34	11
chr10	77345425	17.8966666667	32	7
chr10	77447555	23.1266666667	50	8
chr10	77481740	21.0733333333	36	13
chr10	77491030	39.73	69	13
chr10	77506265	37.8733333333	82	21
chr10	77622870	35.9166666667	88	18
chr10	77626830	16.2533333333	38	18
chr10	77674180	25.22	51	15
chr10	77742145	32.2233333333	62	13
chr10	77841420	20.81	42	6
chr10	77854960	35.4433333333	61	15
chr10	77859160	26.5566666667	56	14
chr10	77875840	93.4333333333	146	24
chr10	77901085	41.1833333333	159	41
chr10	77902445	24.7466666667	159	41
chr10	77903785	25.4066666667	159	41
chr10	77944885	17.25	48	10
chr10	77950635	40.6833333333	85	17
chr10	77983135	23.5166666667	65	19
chr10	78208770	20.8466666667	45	11
chr10	78218835	17.4033333333	31	6
chr10	78579485	15.26	36	5
chr10	79058120	28.87	64	12
chr10	79112355	16.2166666667	47	4
chr10	79121735	18.01	62	10
chr10	79127015	33.3833333333	69	15
chr10	79131710	19.8266666667	38	14
chr10	79155165	24.37	127	35
chr10	79158155	28.37	127	35
chr10	79167575	23.0633333333	51	18
chr10	79175455	23.4366666667	126	36
chr10	79189080	29.5433333333	86	25
chr10	79195580	16.8466666667	104	33
chr10	79197640	17.9066666667	104	33
chr10	79228875	15.9233333333	94	18
chr10	79231345	30.3366666667	94	18
chr10	79235260	16.8433333333	75	33
chr10	79237920	15.6666666667	75	33
chr10	79242755	27.5533333333	153	47
chr10	79251395	20.8733333333	50	9
chr10	79275120	33.0866666667	68	15
chr10	79297765	27.89	59	12
chr10	79346625	32.5066666667	67	12
chr10	79355695	15.1666666667	63	14
chr10	79388150	66.0533333333	114	11
chr10	79421070	43.3366666667	119	30
chr10	79422820	30.78	119	30
chr10	79447375	16.77	93	37
chr10	79450025	23.0066666667	93	37
chr10	79487395	16.3633333333	37	14
chr10	79577465	24.7566666667	51	16
chr10	79594390	18.5666666667	52	25
chr10	79604310	18.89	43	13
chr10	79608340	28.5033333333	162	56
chr10	79610600	32.2333333333	162	56
chr10	79627975	85.26	148	16
chr10	79637615	18.38	69	20
chr10	79662380	27.6733333333	60	18
chr10	79708575	24.7	92	24
chr10	79803055	39.88	86	24
chr10	79811305	32.87	167	55
chr10	79813245	47.35	167	55
chr10	79832950	20.41	35	7
chr10	79837035	16.9666666667	133	23
chr10	79839025	19.1566666667	133	23
chr10	79840555	27.82	133	23
chr10	79866230	35.14	70	24
chr10	79909080	48.73	110	17
chr10	79949960	24.33	50	13
chr10	79972345	22.62	59	13
chr10	79986145	21.2	53	16
chr10	80001530	19.4933333333	38	9
chr10	80011505	30.5766666667	64	7
chr10	80020190	31.23	82	21
chr10	80024640	16.3033333333	46	14
chr10	80029285	32.1966666667	61	9
chr10	80041425	28.3166666667	151	35
chr10	80041805	35.1766666667	151	35
chr10	80074085	33.22	63	14
chr10	80124045	23.49	41	4
chr10	80210320	27.48	46	8
chr10	80220770	15.5833333333	47	12
chr10	80237630	31.1166666667	106	34
chr10	80268890	21.27	59	33
chr10	80339020	16.6066666667	43	13
chr10	80343355	29.3933333333	92	17
chr10	80344315	16.7533333333	92	17
chr10	80392025	24.4333333333	79	19
chr10	80409685	25.32	60	10
chr10	80418545	24.9666666667	63	24
chr10	80451050	25.8766666667	127	39
chr10	80454060	17.4666666667	127	39
chr10	80458120	45.2566666667	84	11
chr10	80462780	26.9266666667	70	20
chr10	80473445	20.79	48	23
chr10	80479565	26.8133333333	55	9
chr10	80485685	23.43	78	23
chr10	80504420	28.8733333333	59	17
chr10	80513600	15.8933333333	66	21
chr10	80536455	46.88	106	25
chr10	80545140	23.31	60	24
chr10	80550035	15.35	87	21
chr10	80550065	15.35	87	21
chr10	80636045	23.5866666667	89	21
chr10	80637985	27.7933333333	89	21
chr10	80653045	32.71	109	36
chr10	80653845	20.52	109	36
chr10	80661155	18.8933333333	37	8
chr10	80673130	25.3266666667	49	11
chr10	80680885	23.5133333333	48	7
chr10	80693930	15.9433333333	44	9
chr10	80703765	17.64	153	47
chr10	80707475	32.3733333333	153	47
chr10	80750655	31.62	270	74
chr10	80751595	18.48	270	74
chr10	80752185	26.9366666667	270	74
chr10	80755485	47.5266666667	270	74
chr10	80767810	25.8266666667	55	19
chr10	80804535	19.5766666667	43	23
chr10	80807450	17.5633333333	38	12
chr10	80813695	27.7166666667	65	14
chr10	80852700	30.6233333333	65	18
chr10	80858030	35.2733333333	57	15
chr10	80868750	29.9533333333	170	54
chr10	80871750	38.9333333333	170	54
chr10	80913045	42.7	86	11
chr10	80946985	31.3766666667	69	10
chr10	80965610	51.5966666667	104	16
chr10	80989730	72.87	121	16
chr10	80999795	19.78	53	14
chr10	81013140	31.4333333333	249	54
chr10	81014530	37.0733333333	249	54
chr10	81016240	21.38	249	54
chr10	81019160	32.17	249	54
chr10	81027610	20.2566666667	47	25
chr10	81065695	23.2066666667	89	21
chr10	81067865	26.3633333333	89	21
chr10	82129415	38.3	67	15
chr10	82258375	17.1633333333	89	33
chr10	82261425	19.18	89	33
chr10	82339035	16.25	43	20
chr10	82364375	39.0633333333	68	8
chr10	82372320	16.2966666667	60	8
chr10	82645505	17.9333333333	35	12
chr10	82660845	44.1633333333	75	13
chr10	82682590	18.42	37	7
chr10	82971905	18.2466666667	50	11
chr10	83080325	28.67	65	19
chr10	83187560	17.0433333333	41	10
chr10	83192450	15.6066666667	36	7
chr10	83201970	25.1733333333	47	11
chr10	83247895	16.35	58	14
chr10	83459480	21.39	55	10
chr10	83482425	21.2266666667	85	21
chr10	83483185	23.96	85	21
chr10	83901050	21.41	45	18
chr10	83913675	19.8933333333	43	8
chr10	83951235	25.61	45	9
chr10	83976955	18.81	73	20
chr10	83978455	17.9333333333	73	20
chr10	83986685	29.0533333333	63	17
chr10	84094045	19.47	78	14
chr10	84476395	29.0433333333	52	10
chr10	84501820	22.7633333333	43	9
chr10	84646515	17.0533333333	48	14
chr10	84683870	25.9133333333	54	12
chr10	84851670	19.85	59	18
chr10	85024410	23.7366666667	48	26
chr10	85114680	20.9366666667	49	9
chr10	85391440	64.3166666667	118	12
chr10	85430865	21.37	52	3
chr10	85484600	47.07	81	11
chr10	85527765	30.8866666667	60	9
chr10	85554795	21.25	32	6
chr10	85645155	16.01	30	8
chr10	85759065	39.1533333333	69	15
chr10	85915270	27.0166666667	55	14
chr10	85926755	28.17	60	12
chr10	85936640	20.0066666667	40	4
chr10	85961640	43.35	87	15
chr10	86099935	98.6266666667	138	14
chr10	86194105	18.75	37	2
chr10	86292395	21.1966666667	62	13
chr10	86326395	28.3133333333	57	7
chr10	86434870	16.8433333333	35	7
chr10	86487900	32.4266666667	47	2
chr10	86510035	16.4266666667	30	9
chr10	86966895	19.1166666667	40	9
chr10	87015650	35.2066666667	89	17
chr10	87769195	22.8466666667	70	13
chr10	87790350	49.3533333333	81	12
chr10	87834755	19.3566666667	28	2
chr10	87839670	32.5766666667	115	29
chr10	87841780	32.4433333333	115	29
chr10	88132625	16.2166666667	41	10
chr10	88147150	17.89	40	20
chr10	88188230	16.9833333333	80	21
chr10	88347835	15.6966666667	35	10
chr10	88789965	17.0466666667	43	13
chr10	88846440	17.2433333333	27	5
chr10	88924775	19.5333333333	45	6
chr10	90495305	29.1766666667	110	23
chr10	90496865	35.2733333333	110	23
chr10	90733345	20.8033333333	77	9
chr10	90734085	25.4066666667	77	9
chr10	90760760	18.1033333333	30	2
chr10	92533455	19.3066666667	42	6
chr10	92544470	28.68	53	12
chr10	92754290	36.16	76	10
chr10	92888605	21.3066666667	48	13
chr10	92934320	19.75	57	20
chr10	92948205	30.77	70	20
chr10	93011940	22.7933333333	43	10
chr10	93040390	21.4733333333	47	4
chr10	93066225	16.9766666667	31	10
chr10	93226040	15.6066666667	33	4
chr10	93240215	17.21	32	12
chr10	93276000	23.25	50	6
chr10	93281515	22.4333333333	40	9
chr10	93871625	21.9033333333	50	14
chr10	93924315	23.6733333333	43	9
chr10	94072135	43.5166666667	85	12
chr10	94086560	18.18	36	8
chr10	94406745	17.32	43	17
chr10	94421135	20.7966666667	42	6
chr10	94439195	28.43	49	13
chr10	94454240	22.25	62	10
chr10	94551010	15.1666666667	30	14
chr10	94575235	27.2933333333	49	8
chr10	94938760	27.18	44	6
chr10	95020155	15.9866666667	60	19
chr10	95320945	15.4833333333	31	8
chr10	95361295	32.9566666667	69	28
chr10	95543270	21.9633333333	48	12
chr10	95567980	15.9566666667	52	7
chr10	96802765	15.6166666667	28	6
chr10	96808230	16.34	36	4
chr10	97957130	18.7766666667	41	1
chr10	98547720	19.7433333333	41	12
chr10	98624845	22.2633333333	46	12
chr10	98653640	21.4466666667	35	5
chr10	98871670	15.4366666667	24	6
chr10	98922870	19.2633333333	32	10
chr10	99040065	19.93	39	5
chr10	99078570	61.9666666667	93	9
chr10	101897935	19.1566666667	33	1
chr10	105012460	31.35	54	10
chr10	105271905	21.53	41	11
chr10	105278335	30.2333333333	63	19
chr10	106826795	19.42	34	5
chr10	107738010	16.3533333333	37	4
chr10	107865555	16.2	39	5
chr10	108941955	19.4966666667	36	9
chr10	109298495	15.6966666667	28	4
chr10	109357985	15.89	27	5
chr10	110165055	15.6933333333	25	2
chr10	110170540	19.3333333333	40	4
chr10	110197905	18.1266666667	35	6
chr10	110219865	23.7033333333	46	11
chr10	110544690	24.9566666667	74	15
chr10	110546050	15.5166666667	74	15
chr10	110663725	25.8966666667	45	13
chr10	110735920	47.6766666667	112	24
chr10	110940290	16.0233333333	30	10
chr10	111362755	15.8666666667	40	12
chr10	111394985	16.5366666667	41	7
chr10	111414840	42.24	80	16
chr10	111497150	15.15	25	4
chr10	111597370	20.6066666667	34	5
chr10	114534475	17.4333333333	30	8
chr10	114621960	18.18	39	2
chr10	115215955	16.9433333333	64	13
chr10	115217775	16.9033333333	64	13
chr10	115756470	19.5033333333	41	1
chr10	115855360	18.1733333333	34	8
chr10	115881655	16.71	55	16
chr10	115901100	15.2933333333	29	6
chr10	116196710	16.8533333333	34	13
chr10	116285965	33.4766666667	63	10
chr10	116361180	20.54	55	21
chr10	116378315	16.3833333333	75	18
chr10	116380235	17.7966666667	75	18
chr10	116400020	15.3933333333	34	9
chr10	116471050	25.72	47	11
chr10	116515565	23.6366666667	44	19
chr10	116654120	18.53	39	15
chr10	116800280	15.4833333333	27	5
chr10	116869620	18.2433333333	209	54
chr10	116872630	42.84	209	54
chr10	116874050	25.5033333333	209	54
chr10	116952980	18.8433333333	38	6
chr10	117025675	16.4366666667	40	18
chr10	117125525	18.7766666667	47	10
chr10	117168510	19.56	34	6
chr10	117233405	16.87	29	2
chr10	117276140	21.9766666667	40	9
chr10	117290115	20.9466666667	43	12
chr10	117563095	22.4233333333	44	19
chr10	117807700	36.2666666667	62	4
chr10	117944840	30.7633333333	53	8
chr10	118029895	23.7233333333	45	11
chr10	118777635	34.7466666667	62	9
chr10	118825125	16.03	23	5
chr10	119047750	20.4933333333	41	11
chr10	119240880	42.7566666667	82	15
chr10	119251435	22.06	34	3
chr10	119501660	31.76	68	11
chr10	119562475	18.3866666667	34	9
chr10	119567925	15.7166666667	65	16
chr10	119639395	26.6966666667	63	17
chr10	119668950	15.9666666667	56	3
chr10	119694565	15.9533333333	25	8
chr10	119756945	23.29	38	13
chr10	120139140	15.6833333333	29	9
chr10	120294975	31.7133333333	65	11
chr10	120301685	15.5266666667	28	8
chr10	120309770	23.8333333333	169	28
chr10	120312890	27.9466666667	169	28
chr10	120313400	38.9366666667	169	28
chr10	120353500	26.4766666667	50	4
chr10	120470980	26.14	86	26
chr10	120693730	42.9566666667	84	7
chr10	120768245	17.1966666667	37	13
chr10	120771805	25.2766666667	42	13
chr10	120807945	22.73	49	13
chr10	120864460	36.34	60	9
chr10	120953420	15.99	26	5
chr10	121042265	19.6233333333	42	15
chr10	121126895	26.2833333333	76	16
chr10	121208145	19.29	39	8
chr10	121293140	15.2266666667	67	20
chr10	121313805	18.73	38	21
chr10	121485000	17.8733333333	36	9
chr10	121489080	119.853333333	208	13
chr10	121491780	17.2233333333	208	13
chr10	121966585	17.8266666667	31	2
chr10	121990355	16.87	29	5
chr10	122115675	25.8866666667	45	18
chr10	122231575	26.59	44	5
chr10	122235085	20.88	43	6
chr10	122332315	20.89	50	11
chr10	124702215	15.4066666667	30	6
chr10	125201650	30.7766666667	57	14
chr10	125823620	15.5633333333	33	6
chr10	126100770	25.0733333333	57	11
chr10	126116500	15.87	33	6
chr10	126270270	24.78	51	18
chr10	126306855	15.3633333333	37	12
chr10	126356340	92.5866666667	139	9
chr10	126427640	29.61	76	16
chr10	126467915	30.46	65	14
chr10	126486970	15.67	48	23
chr10	126495385	30.2633333333	59	20
chr10	126560650	17.91	79	17
chr10	126562420	22.4566666667	79	17
chr10	126602180	36.0233333333	75	27
chr10	126607195	21.7466666667	203	32
chr10	126608135	95.9133333333	203	32
chr10	126614925	25.2033333333	84	23
chr10	126623670	16.72	35	10
chr10	126666120	19.2433333333	51	13
chr10	126670490	23.4233333333	45	11
chr10	126749545	21.9966666667	52	15
chr10	126776100	24.31	45	10
chr10	126779500	26.3833333333	45	7
chr10	126787900	38.85	80	22
chr10	126945420	22.5533333333	108	31
chr10	126946210	28.4933333333	108	31
chr10	126950075	107.943333333	165	17
chr10	126975080	33.61	69	12
chr10	126992995	93.0066666667	229	69
chr10	126994575	20.7166666667	229	69
chr10	127006715	24.2366666667	50	9
chr10	127013625	29.3266666667	53	18
